timestamp,total_power_w,3V7_WL_SW,3V3_SYS,1V8_SYS,DDR_VDD2,DDR_VDDQ,1V1_SYS,0V8_SW,VDD_CORE,3V3_DAC,3V3_ADC,0V8_AON,HDMI
1784698837.183276364,6.476535,0.000000,0.204426,0.359483,0.106526,0.004436,0.216568,0.305771,5.236933,0.000000,0.001617,0.002680,0.038095
1784698837.654878140,6.765328,0.007232,0.244043,0.378760,0.056972,0.004123,0.214413,0.324194,5.493135,0.000808,0.000606,0.002977,0.038065
1784698838.117976373,6.495014,0.000000,0.321689,0.394082,0.178134,0.020895,0.216065,0.307895,5.014259,0.000202,0.001414,0.002879,0.037500
1784698838.558207918,6.514660,0.000000,0.207844,0.380400,0.225860,0.008286,0.217140,0.317908,5.114873,0.000000,0.001213,0.002680,0.038456
1784698839.000934034,6.945728,0.000000,0.213682,0.400766,0.294234,0.008829,0.216784,0.337752,5.426498,0.000808,0.000606,0.002924,0.042845
1784698839.441796652,7.851405,0.000000,0.217466,0.375294,0.218505,0.008571,0.216784,0.311153,6.458351,0.000000,0.001415,0.002583,0.041283
1784698839.918986621,6.996573,0.003614,0.299359,0.405389,0.300526,0.026289,0.219947,0.329952,5.369312,0.000202,0.001414,0.002484,0.038085
1784698840.321954223,6.813024,0.000000,0.230449,0.372162,0.211531,0.013604,0.218368,0.351174,5.372421,0.000808,0.000606,0.002825,0.039076
1784698840.778956668,6.785297,0.000000,0.207902,0.352852,0.157256,0.026241,0.216784,0.296237,5.481112,0.000808,0.001414,0.003311,0.041380
1784698841.262394960,6.280574,0.000000,0.201349,0.348647,0.027008,0.020159,0.240511,0.346333,5.052531,0.000808,0.000606,0.003123,0.039499
1784698841.745001124,6.313638,0.000000,0.201293,0.355089,0.086139,0.011231,0.218941,0.287830,5.108229,0.000808,0.001415,0.003216,0.039447
1784698842.203042418,6.699059,0.000000,0.207439,0.354607,0.169778,0.001185,0.228813,0.343212,5.350044,0.000000,0.001415,0.003119,0.039447
1784698842.678218055,6.480259,0.003616,0.214280,0.376151,0.102222,0.029296,0.231499,0.334632,5.144704,0.000808,0.000606,0.002925,0.039520
1784698843.142432265,6.873885,0.000000,0.256415,0.381353,0.128685,0.002071,0.216856,0.347285,5.496450,0.000202,0.001212,0.002826,0.040530
1784698843.606113161,7.821266,0.000000,0.214698,0.382077,0.298759,0.011183,0.222177,0.309813,6.337058,0.000202,0.001415,0.003120,0.040764
1784698844.057031816,5.973767,0.000000,0.204768,0.395734,0.258024,0.019234,0.218651,0.360869,4.473038,0.000202,0.001213,0.002679,0.039355
1784698844.580814433,7.165847,0.209737,0.233694,0.354992,0.232421,0.003847,0.228965,0.323376,5.536223,0.000808,0.000606,0.003023,0.038155
1784698845.027039040,8.043827,0.173880,0.210798,0.353098,0.158438,0.019850,0.218070,0.295224,6.572110,0.000807,0.000607,0.002780,0.038165
1784698845.485306332,6.945656,0.206173,0.213981,0.381353,0.226815,0.020122,0.216999,0.308676,5.327875,0.000808,0.001415,0.002729,0.038710
1784698845.962359076,6.627158,0.213246,0.230384,0.348340,0.050842,0.006510,0.216065,0.298517,5.219522,0.000202,0.001414,0.002875,0.039241
1784698846.446546123,7.572531,0.177014,0.324378,0.437708,0.296687,0.008561,0.216856,0.302009,5.764154,0.000000,0.001213,0.002679,0.041272
1784698846.906113689,7.010282,0.169917,0.207786,0.401228,0.124653,0.002065,0.217862,0.345539,5.496450,0.000808,0.000404,0.002923,0.040647
1784698847.422594538,7.186823,0.173576,0.214399,0.366528,0.122156,0.006526,0.219801,0.297191,5.741594,0.000000,0.001213,0.002729,0.041110
1784698847.948577427,6.216083,0.202505,0.216980,0.392854,0.272958,0.006502,0.215419,0.350554,4.512617,0.000404,0.000606,0.002874,0.041810
1784698848.499507370,6.065448,0.177192,0.200900,0.398093,0.263422,0.012066,0.222250,0.357541,4.390797,0.000808,0.001415,0.002679,0.038285
1784698849.150732842,6.387309,0.206173,0.204369,0.394082,0.324206,0.005616,0.231960,0.354913,4.621999,0.000000,0.001415,0.003118,0.039458
1784698849.724609655,6.134730,0.198789,0.211563,0.389331,0.247568,0.016877,0.231883,0.372341,4.422615,0.000000,0.001213,0.003216,0.039334
1784698850.297732007,5.933792,0.173532,0.233629,0.384045,0.257512,0.014760,0.217646,0.369461,4.236528,0.000000,0.002426,0.002873,0.041380
1784698850.785214083,5.878645,0.202505,0.217587,0.371714,0.245089,0.006199,0.214698,0.326383,4.249157,0.000000,0.001415,0.002680,0.041218
1784698851.331619568,6.466904,0.198938,0.291955,0.392429,0.321625,0.023025,0.217646,0.349613,4.628032,0.000808,0.000606,0.002924,0.039303
1784698851.933696651,6.306581,0.180763,0.217466,0.395841,0.312499,0.014126,0.230728,0.365053,4.544670,0.000808,0.000606,0.002727,0.041294
1784698852.437162424,6.044849,0.177192,0.210680,0.389247,0.297673,0.020393,0.215419,0.447161,4.242223,0.000808,0.000606,0.002928,0.040519
1784698852.989156381,6.762735,0.173619,0.211445,0.409471,0.332823,0.019424,0.245986,0.364440,4.963481,0.000000,0.001212,0.002679,0.038155
1784698853.591855332,6.224503,0.198789,0.236808,0.401662,0.341553,0.024427,0.217646,0.364440,4.392122,0.000808,0.000606,0.003119,0.042523
1784698854.208679909,5.615440,0.000000,0.214638,0.393975,0.317532,0.022517,0.219014,0.363660,4.037717,0.000808,0.001213,0.002633,0.041733
1784698854.813103079,6.626849,0.184424,0.240253,0.394189,0.297377,0.006210,0.217862,0.352867,4.887776,0.000808,0.000606,0.003313,0.041164
1784698855.416659306,5.850078,0.188040,0.211445,0.381870,0.227795,0.002961,0.216065,0.346015,4.230125,0.000808,0.000606,0.003119,0.041229
1784698855.998482658,7.012377,0.209895,0.217587,0.392801,0.296884,0.010049,0.216996,0.369292,5.256055,0.000000,0.001415,0.002825,0.038578
1784698856.607032617,6.840555,0.206018,0.221266,0.387569,0.331218,0.010370,0.217935,0.355983,5.065065,0.000000,0.001213,0.003897,0.040021
1784698857.124635031,7.307880,0.188087,0.201349,0.392641,0.299830,0.011231,0.215705,0.397762,5.556491,0.000202,0.001415,0.002680,0.040487
1784698857.707224956,6.178356,0.177280,0.214100,0.388909,0.270800,0.012162,0.217646,0.331512,4.521927,0.000000,0.001212,0.002682,0.040126
1784698858.278320620,5.339247,0.180717,0.220342,0.391897,0.305223,0.017194,0.230040,0.347431,3.604404,0.000000,0.001212,0.002632,0.038155
1784698858.766286543,7.296576,0.166385,0.197991,0.389331,0.282012,0.022716,0.216065,0.372244,5.607298,0.000000,0.001415,0.002874,0.038245
1784698859.288953355,7.101906,0.000000,0.227266,0.387150,0.253118,0.007098,0.219144,0.290304,5.668022,0.000000,0.000606,0.002972,0.046226
1784698859.857711189,6.786610,0.000000,0.498870,0.382077,0.070220,0.005886,0.218433,0.317127,5.245075,0.000202,0.000606,0.002972,0.045142
1784698860.392157334,7.254635,0.180808,0.230770,0.376183,0.203504,0.014144,0.218941,0.353219,5.631675,0.000000,0.001213,0.002874,0.041304
1784698860.874321413,7.119300,0.173619,0.217708,0.383110,0.263771,0.009129,0.218723,0.352438,5.458325,0.000808,0.000606,0.002778,0.038285
1784698861.406163951,6.148742,0.177192,0.210621,0.395412,0.299532,0.019778,0.216496,0.363993,4.423949,0.000808,0.000606,0.002679,0.037676
1784698861.898296681,6.034867,0.188040,0.218012,0.357524,0.142035,0.001187,0.214129,0.347136,4.520793,0.000808,0.001413,0.002680,0.041110
1784698862.398589749,7.004275,0.000000,0.243568,0.358702,0.261995,0.002071,0.218941,0.336334,5.539563,0.000404,0.000606,0.002778,0.039313
1784698862.906581490,6.580701,0.000000,0.214877,0.374324,0.098048,0.026781,0.231653,0.339157,5.251321,0.000000,0.001213,0.002680,0.040647
1784698863.417824319,6.173419,0.000000,0.233173,0.376999,0.227645,0.018586,0.217646,0.372244,4.682587,0.000808,0.001414,0.002973,0.039344
1784698863.918252164,7.123417,0.003617,0.214339,0.381353,0.229955,0.010909,0.228965,0.326383,5.685130,0.000404,0.000606,0.002925,0.038831
1784698864.397996374,6.518749,0.000000,0.210739,0.348151,0.124694,0.001479,0.232421,0.289772,5.267364,0.000808,0.001415,0.002582,0.039324
1784698864.914149935,6.022306,0.000000,0.214519,0.390140,0.142224,0.010949,0.220365,0.345394,4.654164,0.000202,0.001414,0.002924,0.040011
1784698865.446271377,6.599189,0.000000,0.214459,0.379184,0.164728,0.011541,0.217357,0.297519,5.272127,0.000000,0.001213,0.002826,0.038235
1784698865.923029703,6.460259,0.000000,0.210327,0.351287,0.266766,0.030663,0.215705,0.365220,4.976982,0.000808,0.000606,0.002777,0.039118
1784698866.443378922,6.133131,0.000000,0.188096,0.379596,0.229041,0.011829,0.217935,0.337127,4.725698,0.000808,0.001415,0.002826,0.038760
