FPS (preprocess + inference): 167.16496202780746
Name                             Type                     Forward_MACs  FPercent        Memory  MPercent       Params  PPercent    InShape      OutShape
node_AveragePool_1579            AveragePool                    24,576  0.04%           24,576  0.19%               0  0.00%       1x96x9x9     1x96x8x8
node_Conv_2209                   Conv                           40,960  0.06%           17,024  0.13%             160  0.01%       1x16x16x16   1x16x16x16
node_Conv_2296                   Conv                            2,112  0.00%            2,368  0.02%             528  0.02%       1x32x2x2     1x16x2x2
node_Add_1083                    Add                               512  0.00%            2,048  0.02%               0  0.00%       1x32x4x4     1x32x4x4
node_ReduceMean_306              ReduceMean                      8,192  0.01%              128  0.00%               0  0.00%       1x32x16x16   1x32x1x1
node_Conv_2247                   Conv                            4,352  0.01%            2,112  0.02%             272  0.01%       1x16x4x4     1x16x4x4
node_Sigmoid_1022                Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Sigmoid_1575                Sigmoid                       196,608  0.31%           24,576  0.19%               0  0.00%       1x96x8x8     1x96x8x8
node_Sigmoid_1895                Sigmoid                       196,608  0.31%           24,576  0.19%               0  0.00%       1x96x8x8     1x96x8x8
node_Sigmoid_1853                Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x64x2x2     1x64x2x2
node_Add_1709                    Add                             1,024  0.00%            4,096  0.03%               0  0.00%       1x64x4x4     1x64x4x4
node_Conv_2304                   Conv                          147,968  0.23%           39,040  0.30%           9,248  0.38%       1x32x4x4     1x32x4x4
node_Conv_2290                   Conv                            2,112  0.00%            2,368  0.02%             528  0.02%       1x32x2x2     1x16x2x2
node_Conv_2218                   Conv                           40,960  0.06%           17,024  0.13%             160  0.01%       1x16x16x16   1x16x16x16
node_Add_1447                    Add                               512  0.00%            2,048  0.02%               0  0.00%       1x32x4x4     1x32x4x4
node_Sigmoid_2068                Sigmoid                        16,384  0.03%            2,048  0.02%               0  0.00%       1x128x2x2    1x128x2x2
node_Conv_2265                   Conv                            2,560  0.00%            1,664  0.01%             160  0.01%       1x16x4x4     1x16x4x4
node_Conv_2289                   Conv                            1,088  0.00%            1,344  0.01%             272  0.01%       1x16x2x2     1x16x2x2
node_Sigmoid_1755                Sigmoid                         6,144  0.01%              768  0.01%               0  0.00%       1x48x2x2     1x48x2x2
node_Conv_2267                   Conv                            8,448  0.01%            3,136  0.02%             528  0.02%       1x32x4x4     1x16x4x4
node_Mul_871                     Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Sigmoid_735                 Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Conv_1924                   Conv                        5,314,560  8.29%          356,736  2.74%          83,040  3.40%       1x96x8x8     1x96x8x8
node_Add_2067                    Add                               512  0.00%            2,560  0.02%             128  0.01%       1x128x2x2    1x128x2x2
node_Sigmoid_2008                Sigmoid                        65,536  0.10%            8,192  0.06%               0  0.00%       1x128x4x4    1x128x4x4
node_Conv_2210                   Conv                           69,632  0.11%           17,472  0.13%             272  0.01%       1x16x16x16   1x16x16x16
node_Sigmoid_121                 Sigmoid                       131,072  0.20%           16,384  0.13%               0  0.00%       1x16x16x16   1x16x16x16
node_Sigmoid_697                 Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Add_1981                    Add                             2,048  0.00%            8,704  0.07%             128  0.01%       1x128x4x4    1x128x4x4
node_Mul_423                     Mul                             1,024  0.00%            4,096  0.03%               0  0.00%       1x16x8x8     1x16x8x8
node_Sigmoid_1009                Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Mul_609                     Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Mul_947                     Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Mul_1419                    Mul                               512  0.00%            2,048  0.02%               0  0.00%       1x32x4x4     1x32x4x4
node_Conv_2259                   Conv                            4,352  0.01%            2,112  0.02%             272  0.01%       1x16x4x4     1x16x4x4
node_Conv_2202                   Conv                        1,064,960  1.66%           69,696  0.54%           1,040  0.04%       1x16x32x32   1x16x32x32
node_Mul_347                     Mul                             1,024  0.00%            4,096  0.03%               0  0.00%       1x16x8x8     1x16x8x8
node_Conv_2215                   Conv                           40,960  0.06%           17,024  0.13%             160  0.01%       1x16x16x16   1x16x16x16
node_Conv_2219                   Conv                           69,632  0.11%           17,472  0.13%             272  0.01%       1x16x16x16   1x16x16x16
node_Sigmoid_536                 Sigmoid                        32,768  0.05%            4,096  0.03%               0  0.00%       1x16x8x8     1x16x8x8
node_Mul_1576                    Mul                             6,144  0.01%           24,576  0.19%               0  0.00%       1x96x8x8     1x96x8x8
node_Mul_1896                    Mul                             6,144  0.01%           24,576  0.19%               0  0.00%       1x96x8x8     1x96x8x8
node_Sigmoid_172                 Sigmoid                       131,072  0.20%           16,384  0.13%               0  0.00%       1x16x16x16   1x16x16x16
node_ReduceMean_1952             ReduceMean                      6,144  0.01%              384  0.00%               0  0.00%       1x96x8x8     1x96x1x1
node_Mul_1120                    Mul                                64  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Mul_2091                    Mul                               512  0.00%            2,560  0.02%             128  0.01%       1x128x2x2    1x128x2x2
node_Sigmoid_646                 Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Conv_2317                   Conv                        1,330,176  2.07%           95,424  0.73%          20,784  0.85%       1x48x8x8     1x48x8x8
node_Mul_499                     Mul                             1,024  0.00%            4,096  0.03%               0  0.00%       1x16x8x8     1x16x8x8
node_Conv_2303                   Conv                          590,848  0.92%          151,808  1.17%          36,928  1.51%       1x64x4x4     1x64x4x4
node_Mul_474                     Mul                             1,024  0.00%            4,096  0.03%               0  0.00%       1x16x8x8     1x16x8x8
node_Sigmoid_1418                Sigmoid                        16,384  0.03%            2,048  0.02%               0  0.00%       1x32x4x4     1x32x4x4
node_Sigmoid_286                 Sigmoid                       131,072  0.20%           16,384  0.13%               0  0.00%       1x16x16x16   1x16x16x16
node_Mul_2031                    Mul                             2,048  0.00%            8,704  0.07%             128  0.01%       1x128x4x4    1x128x4x4
node_Sigmoid_2120                Sigmoid                        16,384  0.03%            2,048  0.02%               0  0.00%       1x128x2x2    1x128x2x2
node_Sigmoid_384                 Sigmoid                        32,768  0.05%            4,096  0.03%               0  0.00%       1x16x8x8     1x16x8x8
node_Conv_2206                   Conv                           40,960  0.06%           17,024  0.13%             160  0.01%       1x16x16x16   1x16x16x16
node_Mul_660                     Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Conv_2246                   Conv                            2,560  0.00%            1,664  0.01%             160  0.01%       1x16x4x4     1x16x4x4
node_Conv_2320                   Conv                           25,088  0.04%            8,320  0.06%           1,568  0.06%       1x48x4x4     1x32x4x4
node_Conv_2333                   Conv                          147,712  0.23%          148,736  1.14%          36,928  1.51%       1x64x2x2     1x64x2x2
node_Conv_2204                   Conv                          139,264  0.22%           34,944  0.27%             544  0.02%       1x16x16x16   1x32x16x16
node_Conv_2254                   Conv                            8,448  0.01%            3,136  0.02%             528  0.02%       1x32x4x4     1x16x4x4
node_Mul_1285                    Mul                                64  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Conv_2324                   Conv                          590,848  0.92%          151,808  1.17%          36,928  1.51%       1x64x4x4     1x64x4x4
node_Mul_2005                    Mul                             2,048  0.00%            8,704  0.07%             128  0.01%       1x128x4x4    1x128x4x4
node_Sigmoid_933                 Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Mul_1048                    Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Sigmoid_1547                Sigmoid                        98,304  0.15%           12,288  0.09%               0  0.00%       1x48x8x8     1x48x8x8
node_Sigmoid_210                 Sigmoid                       131,072  0.20%           16,384  0.13%               0  0.00%       1x16x16x16   1x16x16x16
node_Mul_1814                    Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x64x2x2     1x64x2x2
node_Mul_1841                    Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x64x2x2     1x64x2x2
node_Sigmoid_1246                Sigmoid                         2,048  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Mul_211                     Mul                             4,096  0.01%           16,384  0.13%               0  0.00%       1x16x16x16   1x16x16x16
node_Conv_2337                   Conv                          147,712  0.23%          148,736  1.14%          36,928  1.51%       1x64x2x2     1x64x2x2
node_Mul_84                      Mul                             4,096  0.01%           16,384  0.13%               0  0.00%       1x16x16x16   1x16x16x16
node_Conv_2338                   Conv                          164,352  0.26%          166,400  1.28%          41,088  1.68%       1x320x2x2    1x128x2x2
node_Sigmoid_773                 Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Conv_2316                   Conv                        1,330,176  2.07%           95,424  0.73%          20,784  0.85%       1x48x8x8     1x48x8x8
node_Conv_2237                   Conv                           33,792  0.05%            6,208  0.05%             528  0.02%       1x32x8x8     1x16x8x8
node_Mul_1800                    Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x64x2x2     1x64x2x2
node_Mul_1133                    Mul                                64  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Mul_1461                    Mul                             1,024  0.00%            4,096  0.03%               0  0.00%       1x64x4x4     1x64x4x4
node_Add_310                     Add                             8,192  0.01%           32,768  0.25%               0  0.00%       1x32x16x16   1x32x16x16
node_Sigmoid_564                 Sigmoid                        65,536  0.10%            8,192  0.06%               0  0.00%       1x32x8x8     1x32x8x8
node_Mul_736                     Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Resize_1347                 Resize                              0  0.00%            2,048  0.02%               0  0.00%       1x32x2x2     1x32x4x4
node_Mul_1949                    Mul                             6,144  0.01%           24,576  0.19%               0  0.00%       1x96x8x8     1x96x8x8
node_Conv_2010                   Conv                        2,361,344  3.68%          598,528  4.60%         147,584  6.04%       1x128x4x4    1x128x4x4
node_Conv_2245                   Conv                            8,448  0.01%            3,136  0.02%             528  0.02%       1x32x4x4     1x16x4x4
node_ReduceMean_2038             ReduceMean                      2,048  0.00%              512  0.00%               0  0.00%       1x128x4x4    1x128x1x1
node_Mul_1310                    Mul                                64  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_MaxPool_1743                MaxPool                         1,024  0.00%            1,024  0.01%               0  0.00%       1x64x4x4     1x64x2x2
node_Mul_2117                    Mul                               512  0.00%            2,560  0.02%             128  0.01%       1x128x2x2    1x128x2x2
node_Sigmoid_1799                Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x64x2x2     1x64x2x2
node_Conv_2205                   Conv                          135,168  0.21%           18,496  0.14%             528  0.02%       1x32x16x16   1x16x16x16
node_Conv_2224                   Conv                           20,480  0.03%            9,472  0.07%             320  0.01%       1x32x16x16   1x32x8x8
node_Conv_2250                   Conv                            4,352  0.01%            2,112  0.02%             272  0.01%       1x16x4x4     1x16x4x4
node_Sigmoid_46                  Sigmoid                       131,072  0.20%           16,384  0.13%               0  0.00%       1x16x16x16   1x16x16x16
node_Sigmoid_1337                Sigmoid                         4,096  0.01%              512  0.00%               0  0.00%       1x32x2x2     1x32x2x2
node_Conv_1342                   Conv                            1,056  0.00%            4,352  0.03%           1,056  0.04%       1x32x1x1     1x32x1x1
node_Sigmoid_1095                Sigmoid                         4,096  0.01%              512  0.00%               0  0.00%       1x32x2x2     1x32x2x2
node_Add_2033                    Add                             2,048  0.00%            8,704  0.07%             128  0.01%       1x128x4x4    1x128x4x4
node_Split_2152                  Split                               0  0.00%            2,048  0.02%               0  0.00%       1x128x2x2    1x64x2x2
node_InstanceNormalization_2108  InstanceNormalization           3,584  0.01%            2,048  0.02%               0  0.00%       1x1x512      1x1x512
node_Sigmoid_857                 Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Sigmoid_1982                Sigmoid                        65,536  0.10%            8,192  0.06%               0  0.00%       1x128x4x4    1x128x4x4
node_Mul_1433                    Mul                               512  0.00%            2,048  0.02%               0  0.00%       1x32x4x4     1x32x4x4
node_Mul_896                     Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Conv_2308                   Conv                          147,968  0.23%           39,040  0.30%           9,248  0.38%       1x32x4x4     1x32x4x4
node_Add_1894                    Add                             6,144  0.01%           24,960  0.19%              96  0.00%       1x96x8x8     1x96x8x8
node_Conv_2291                   Conv                              640  0.00%              896  0.01%             160  0.01%       1x16x2x2     1x16x2x2
node_Conv_2252                   Conv                            2,560  0.00%            1,664  0.01%             160  0.01%       1x16x4x4     1x16x4x4
node_Mul_1534                    Mul                             3,072  0.00%           12,288  0.09%               0  0.00%       1x48x8x8     1x48x8x8
node_Conv_2216                   Conv                           69,632  0.11%           17,472  0.13%             272  0.01%       1x16x16x16   1x16x16x16
node_Sigmoid_1132                Sigmoid                         2,048  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Conv_2220                   Conv                          135,168  0.21%           18,496  0.14%             528  0.02%       1x32x16x16   1x16x16x16
node_Sigmoid_308                 Sigmoid                         1,024  0.00%              128  0.00%               0  0.00%       1x32x1x1     1x32x1x1
node_Mul_1061                    Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Mul_398                     Mul                             1,024  0.00%            4,096  0.03%               0  0.00%       1x16x8x8     1x16x8x8
node_Mul_1641                    Mul                             1,024  0.00%            4,096  0.03%               0  0.00%       1x64x4x4     1x64x4x4
node_Mul_833                     Mul                               512  0.00%            2,048  0.02%               0  0.00%       1x32x4x4     1x32x4x4
node_Sigmoid_1948                Sigmoid                       196,608  0.31%           24,576  0.19%               0  0.00%       1x96x8x8     1x96x8x8
node_Add_2093                    Add                               512  0.00%            2,560  0.02%             128  0.01%       1x128x2x2    1x128x2x2
node_InstanceNormalization_2022  InstanceNormalization          14,336  0.02%            8,192  0.06%               0  0.00%       1x1x2048     1x1x2048
node_Sigmoid_134                 Sigmoid                       131,072  0.20%           16,384  0.13%               0  0.00%       1x16x16x16   1x16x16x16
node_Sigmoid_832                 Sigmoid                         1,024  0.00%              128  0.00%               0  0.00%       1x32x1x1     1x32x1x1
node_Conv_2284                   Conv                            2,112  0.00%            2,368  0.02%             528  0.02%       1x32x2x2     1x16x2x2
node_Sigmoid_946                 Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Sigmoid_1322                Sigmoid                         2,048  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Sigmoid_1813                Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x64x2x2     1x64x2x2
node_Mul_1787                    Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x64x2x2     1x64x2x2
node_InstanceNormalization_2056  InstanceNormalization           3,584  0.01%            2,560  0.02%             128  0.01%       1x64x8       1x64x8
node_Mul_1979                    Mul                             2,048  0.00%            8,704  0.07%             128  0.01%       1x128x4x4    1x128x4x4
node_Conv_2260                   Conv                            8,448  0.01%            3,136  0.02%             528  0.02%       1x32x4x4     1x16x4x4
node_Sigmoid_1868                Sigmoid                        16,384  0.03%            2,048  0.02%               0  0.00%       1x128x2x2    1x128x2x2
node_ReduceMean_568              ReduceMean                      2,048  0.00%              128  0.00%               0  0.00%       1x32x8x8     1x32x1x1
node_Conv_2305                   Conv                          147,968  0.23%           39,040  0.30%           9,248  0.38%       1x32x4x4     1x32x4x4
node_Mul_1923                    Mul                             6,144  0.01%           24,576  0.19%               0  0.00%       1x96x8x8     1x96x8x8
node_Mul_1477                    Mul                             6,144  0.01%           24,576  0.19%               0  0.00%       1x96x8x8     1x96x8x8
node_Sigmoid_1770                Sigmoid                        16,384  0.03%            2,048  0.02%               0  0.00%       1x128x2x2    1x128x2x2
node_Mul_461                     Mul                             1,024  0.00%            4,096  0.03%               0  0.00%       1x16x8x8     1x16x8x8
node_Sigmoid_1623                Sigmoid                        65,536  0.10%            8,192  0.06%               0  0.00%       1x128x4x4    1x128x4x4
node_Mul_30                      Mul                            16,384  0.03%           65,536  0.50%               0  0.00%       1x16x32x32   1x16x32x32
node_ReduceMean_1079             ReduceMean                        512  0.00%              128  0.00%               0  0.00%       1x32x4x4     1x32x1x1
node_Conv_2298                   Conv                            1,088  0.00%            1,344  0.01%             272  0.01%       1x16x2x2     1x16x2x2
node_Split_2132                  Split                               0  0.00%            4,096  0.03%               0  0.00%       1x64x4x4     1x32x4x4
node_Mul_1446                    Mul                               512  0.00%            2,048  0.02%               0  0.00%       1x32x4x4     1x32x4x4
node_Sigmoid_1667                Sigmoid                        32,768  0.05%            4,096  0.03%               0  0.00%       1x64x4x4     1x64x4x4
node_Mul_1756                    Mul                               192  0.00%              768  0.01%               0  0.00%       1x48x2x2     1x48x2x2
node_Sigmoid_1741                Sigmoid                         6,144  0.01%              768  0.01%               0  0.00%       1x48x2x2     1x48x2x2
node_Mul_1681                    Mul                             1,024  0.00%            4,096  0.03%               0  0.00%       1x64x4x4     1x64x4x4
node_Sigmoid_1840                Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x64x2x2     1x64x2x2
node_Sigmoid_1694                Sigmoid                        32,768  0.05%            4,096  0.03%               0  0.00%       1x64x4x4     1x64x4x4
node_Sigmoid_1445                Sigmoid                        16,384  0.03%            2,048  0.02%               0  0.00%       1x32x4x4     1x32x4x4
node_Sigmoid_1195                Sigmoid                         2,048  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Conv_2253                   Conv                            4,352  0.01%            2,112  0.02%             272  0.01%       1x16x4x4     1x16x4x4
node_Conv_1870                   Conv                        5,314,560  8.29%          356,736  2.74%          83,040  3.40%       1x96x8x8     1x96x8x8
node_Conv_2314                   Conv                        1,330,176  2.07%           95,424  0.73%          20,784  0.85%       1x48x8x8     1x48x8x8
node_Mul_360                     Mul                             1,024  0.00%            4,096  0.03%               0  0.00%       1x16x8x8     1x16x8x8
node_Mul_1624                    Mul                             2,048  0.00%            8,192  0.06%               0  0.00%       1x128x4x4    1x128x4x4
node_Mul_647                     Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Mul_1507                    Mul                             3,072  0.00%           12,288  0.09%               0  0.00%       1x48x8x8     1x48x8x8
node_Conv_2300                   Conv                              640  0.00%              896  0.01%             160  0.01%       1x16x2x2     1x16x2x2
node_Mul_1723                    Mul                             2,048  0.00%            8,192  0.06%               0  0.00%       1x128x4x4    1x128x4x4
node_Sigmoid_895                 Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Conv_2070                   Conv                          590,336  0.92%          592,384  4.55%         147,584  6.04%       1x128x2x2    1x128x2x2
node_ReduceMean_830              ReduceMean                        512  0.00%              128  0.00%               0  0.00%       1x32x4x4     1x32x1x1
node_Conv_2283                   Conv                            1,280  0.00%            1,792  0.01%             320  0.01%       1x32x4x4     1x32x2x2
node_Mul_287                     Mul                             4,096  0.01%           16,384  0.13%               0  0.00%       1x16x16x16   1x16x16x16
node_Sigmoid_1284                Sigmoid                         2,048  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Add_1345                    Add                               128  0.00%              512  0.00%               0  0.00%       1x32x2x2     1x32x2x2
node_Sigmoid_1560                Sigmoid                        98,304  0.15%           12,288  0.09%               0  0.00%       1x48x8x8     1x48x8x8
node_Conv_2232                   Conv                           10,240  0.02%            4,736  0.04%             160  0.01%       1x16x8x8     1x16x8x8
node_Conv_2326                   Conv                          590,848  0.92%          151,808  1.17%          36,928  1.51%       1x64x4x4     1x64x4x4
node_Mul_1158                    Mul                                64  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Mul_985                     Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Mul_1082                    Mul                               512  0.00%            2,048  0.02%               0  0.00%       1x32x4x4     1x32x4x4
node_Conv_2285                   Conv                              640  0.00%              896  0.01%             160  0.01%       1x16x2x2     1x16x2x2
node_Sigmoid_1520                Sigmoid                        98,304  0.15%           12,288  0.09%               0  0.00%       1x48x8x8     1x48x8x8
node_Sigmoid_1170                Sigmoid                         2,048  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Sigmoid_549                 Sigmoid                        32,768  0.05%            4,096  0.03%               0  0.00%       1x16x8x8     1x16x8x8
node_Add_572                     Add                             2,048  0.00%            8,192  0.06%               0  0.00%       1x32x8x8     1x32x8x8
node_Conv_2321                   Conv                        2,361,344  3.68%          598,528  4.60%         147,584  6.04%       1x128x4x4    1x128x4x4
node_Add_1682                    Add                             1,024  0.00%            4,096  0.03%               0  0.00%       1x64x4x4     1x64x4x4
node_Conv_2243                   Conv                          460,800  0.72%           36,992  0.28%           7,200  0.29%       1x224x8x8    1x32x8x8
node_Mul_1521                    Mul                             3,072  0.00%           12,288  0.09%               0  0.00%       1x48x8x8     1x48x8x8
node_Mul_1272                    Mul                                64  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Sigmoid_1343                Sigmoid                         1,024  0.00%              128  0.00%               0  0.00%       1x32x1x1     1x32x1x1
node_Mul_1827                    Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x64x2x2     1x64x2x2
node_Conv_2299                   Conv                            2,112  0.00%            2,368  0.02%             528  0.02%       1x32x2x2     1x16x2x2
node_Conv_2272                   Conv                            4,352  0.01%            2,112  0.02%             272  0.01%       1x16x4x4     1x16x4x4
node_Sigmoid_1506                Sigmoid                        98,304  0.15%           12,288  0.09%               0  0.00%       1x48x8x8     1x48x8x8
node_Mul_436                     Mul                             1,024  0.00%            4,096  0.03%               0  0.00%       1x16x8x8     1x16x8x8
node_Mul_1196                    Mul                                64  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Add_1947                    Add                             6,144  0.01%           24,960  0.19%              96  0.00%       1x96x8x8     1x96x8x8
node_Conv_2221                   Conv                           40,960  0.06%           17,024  0.13%             160  0.01%       1x16x16x16   1x16x16x16
node_Sigmoid_722                 Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Mul_934                     Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Sigmoid_235                 Sigmoid                       131,072  0.20%           16,384  0.13%               0  0.00%       1x16x16x16   1x16x16x16
node_Sigmoid_1476                Sigmoid                       196,608  0.31%           24,576  0.19%               0  0.00%       1x96x8x8     1x96x8x8
node_Mul_1361                    Mul                             1,024  0.00%            4,096  0.03%               0  0.00%       1x64x4x4     1x64x4x4
node_Sigmoid_511                 Sigmoid                        32,768  0.05%            4,096  0.03%               0  0.00%       1x16x8x8     1x16x8x8
node_Conv_2213                   Conv                           69,632  0.11%           17,472  0.13%             272  0.01%       1x16x16x16   1x16x16x16
node_Mul_761                     Mul                               256  0.00%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Sigmoid_1208                Sigmoid                         2,048  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Sigmoid_621                 Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Mul_1096                    Mul                               128  0.00%              512  0.00%               0  0.00%       1x32x2x2     1x32x2x2
node_Conv_2311                   Conv                        5,314,560  8.29%          356,736  2.74%          83,040  3.40%       1x96x8x8     1x96x8x8
node_Conv_2255                   Conv                            2,560  0.00%            1,664  0.01%             160  0.01%       1x16x4x4     1x16x4x4
node_Sigmoid_608                 Sigmoid                         8,192  0.01%            1,024  0.01%               0  0.00%       1x16x4x4     1x16x4x4
node_Sigmoid_1157                Sigmoid                         2,048  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Sigmoid_96                  Sigmoid                       131,072  0.20%           16,384  0.13%               0  0.00%       1x16x16x16   1x16x16x16
node_Sigmoid_1233                Sigmoid                         2,048  0.00%              256  0.00%               0  0.00%       1x16x2x2     1x16x2x2
node_Split_2148                  Split                               0  0.00%            8,192  0.06%               0  0.00%       1x128x4x4    1x64x4x4
node_Sigmoid_1680                Sigmoid                        32,768  0.05%            4,096  0.03%               0  0.00%       1x64x4x4     1x64x4x4
node_Conv_1958                   Conv                        2,361,344  3.68%          598,528  4.60%         147,584  6.04%       1x128x4x4    1x128x4x4
node_InstanceNormalization_1970  InstanceNormalization          14,336  0.02%            8,192  0.06%               0  0.00%       1x64x32      1x64x32
node_InstanceNormalization_1996  InstanceNormalization          14,336  0.02%            8,192  0.06%               0  0.00%       1x32x64      1x32x64
node_Gemm_2131                   Gemm                           28,593  0.04%          114,696  0.88%          28,593  1.17%       1x352        1x81
node_Sigmoid_1405                Sigmoid                        16,384  0.03%            2,048  0.02%               0  0.00%       1x32x4x4     1x32x4x4
node_Sigmoid_1391                Sigmoid                        16,384  0.03%            2,048  0.02%               0  0.00%       1x32x4x4     1x32x4x4
Total                            _                          64,140,113  100%        13,013,104  100%        2,443,401  100%        _            _

HASIL PER KELAS
------------------------------------------------------------------------------------------
Amphidinium_sp                      Benar=1   Salah=0   Akurasi=100.00%
Asterionellopsis                    Benar=0   Salah=1   Akurasi=  0.00%
Cerataulina                         Benar=1   Salah=0   Akurasi=100.00%
Ceratium                            Benar=0   Salah=1   Akurasi=  0.00%
Chaetoceros                         Benar=0   Salah=1   Akurasi=  0.00%
Chaetoceros_didymus                 Benar=1   Salah=0   Akurasi=100.00%
Chaetoceros_didymus_flagellate      Benar=0   Salah=1   Akurasi=  0.00%
Chaetoceros_flagellate              Benar=0   Salah=1   Akurasi=  0.00%
Chaetoceros_other                   Benar=1   Salah=0   Akurasi=100.00%
Chaetoceros_pennate                 Benar=0   Salah=1   Akurasi=  0.00%
Chrysochromulina                    Benar=1   Salah=0   Akurasi=100.00%
Ciliate_mix                         Benar=1   Salah=0   Akurasi=100.00%
Corethron                           Benar=1   Salah=0   Akurasi=100.00%
Coscinodiscus                       Benar=1   Salah=0   Akurasi=100.00%
Cylindrotheca                       Benar=1   Salah=0   Akurasi=100.00%
DactFragCerataul                    Benar=0   Salah=1   Akurasi=  0.00%
Dactyliosolen                       Benar=1   Salah=0   Akurasi=100.00%
Delphineis                          Benar=1   Salah=0   Akurasi=100.00%
Dictyocha                           Benar=1   Salah=0   Akurasi=100.00%
Dinobryon                           Benar=1   Salah=0   Akurasi=100.00%
Dinophysis                          Benar=1   Salah=0   Akurasi=100.00%
Ditylum                             Benar=0   Salah=1   Akurasi=  0.00%
Ditylum_parasite                    Benar=0   Salah=1   Akurasi=  0.00%
Emiliania_huxleyi                   Benar=1   Salah=0   Akurasi=100.00%
Ephemera                            Benar=1   Salah=0   Akurasi=100.00%
Eucampia                            Benar=1   Salah=0   Akurasi=100.00%
Euglena                             Benar=0   Salah=1   Akurasi=  0.00%
G_delicatula_detritus               Benar=1   Salah=0   Akurasi=100.00%
G_delicatula_external_parasite      Benar=0   Salah=1   Akurasi=  0.00%
G_delicatula_parasite               Benar=0   Salah=1   Akurasi=  0.00%
Gonyaulax                           Benar=1   Salah=0   Akurasi=100.00%
Guinardia_delicatula                Benar=0   Salah=1   Akurasi=  0.00%
Guinardia_flaccida                  Benar=1   Salah=0   Akurasi=100.00%
Guinardia_striata                   Benar=1   Salah=0   Akurasi=100.00%
Gyrodinium                          Benar=1   Salah=0   Akurasi=100.00%
