timestamp,total_power_w,3V7_WL_SW,3V3_SYS,1V8_SYS,DDR_VDD2,DDR_VDDQ,1V1_SYS,0V8_SW,VDD_CORE,3V3_DAC,3V3_ADC,0V8_AON,HDMI
1784699260.626517059,6.555048,0.191560,0.223270,0.346784,0.072165,0.045911,0.230961,0.309813,5.088957,0.000808,0.000606,0.002973,0.041240
1784699261.204862164,6.329034,0.173619,0.208424,0.399792,0.316982,0.003540,0.220092,0.320445,4.643936,0.000202,0.001415,0.002581,0.038006
1784699261.795226859,5.859828,0.191752,0.207728,0.379596,0.264502,0.019850,0.215419,0.342589,4.196094,0.000808,0.000606,0.002679,0.038205
1784699262.282736443,7.087635,0.184378,0.207555,0.391092,0.265513,0.010929,0.217574,0.353808,5.413847,0.000000,0.001213,0.003118,0.038608
1784699262.758232586,7.251933,0.177192,0.227393,0.381767,0.264852,0.012451,0.215634,0.322932,5.607298,0.000808,0.000607,0.002924,0.038075
1784699263.234434023,7.221517,0.180853,0.210856,0.381560,0.359034,0.023434,0.217574,0.299298,5.505048,0.000000,0.001415,0.003121,0.039324
1784699263.739726723,6.560444,0.184516,0.213981,0.369252,0.210661,0.007072,0.216784,0.338687,4.977918,0.000808,0.000606,0.003313,0.036846
1784699264.145966287,6.529463,0.173706,0.203855,0.354992,0.074270,0.049208,0.215922,0.345553,5.069973,0.000808,0.000606,0.003119,0.037451
1784699264.630661524,7.137486,0.195321,0.197825,0.391472,0.226040,0.003845,0.233808,0.372244,5.475890,0.000000,0.001212,0.002876,0.036953
1784699265.145801058,6.651936,0.162809,0.204197,0.362316,0.227814,0.011837,0.215922,0.382214,5.042180,0.000808,0.000606,0.003118,0.038115
1784699265.610177665,7.083832,0.173576,0.197770,0.355879,0.110978,0.002943,0.217357,0.295766,5.687355,0.000000,0.001414,0.002679,0.038115
1784699266.041904849,6.991211,0.010846,0.223957,0.344448,0.075472,0.015892,0.216496,0.296682,5.763819,0.000000,0.001415,0.002829,0.039355
